"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"marin","apologize","apologize","","","","","","30720","1.92","64","public/audio/tts/library/marin/apologize-3d178edaf3045e5d.mp3"
"cedar","apologize","apologize","","","","","","28800","1.8","64","public/audio/tts/library/cedar/apologize-3d178edaf3045e5d.mp3"
"marin","appear","appear","","","","","","21120","1.32","115","public/audio/tts/library/marin/appear-1188c70978ae2dab.mp3"
"cedar","appear","appear","","","","","","22656","1.416","115","public/audio/tts/library/cedar/appear-1188c70978ae2dab.mp3"
"marin","apple","apple","","","","","","19200","1.2","38","public/audio/tts/library/marin/apple-303980bcb9e9e6cd.mp3"
"cedar","apple","apple","","","","","","16128","1.008","38","public/audio/tts/library/cedar/apple-303980bcb9e9e6cd.mp3"
"marin","appreciate","appreciate","","","","","","17664","1.104","65","public/audio/tts/library/marin/appreciate-3af0f7bbc5ae2473.mp3"
"cedar","appreciate","appreciate","","","","","","30720","1.92","65","public/audio/tts/library/cedar/appreciate-3af0f7bbc5ae2473.mp3"
"marin","approve of","approve of","","","","","","22656","1.416","","public/audio/tts/library/marin/approve-of-67317b737e5b45e1.mp3"
"cedar","approve of","approve of","","","","","","36864","2.304","","public/audio/tts/library/cedar/approve-of-67317b737e5b45e1.mp3"
"marin","April","April","","","","","","13824","0.864","33","public/audio/tts/library/marin/april-7b77b7a9f59c4ba7.mp3"
"cedar","April","April","","","","","","16128","1.008","33","public/audio/tts/library/cedar/april-7b77b7a9f59c4ba7.mp3"
"marin","are","are","","","","","","12288","0.768","122","public/audio/tts/library/marin/are-3738b5cfcae9a17f.mp3"
"cedar","are","are","","","","","","16896","1.056","122","public/audio/tts/library/cedar/are-3738b5cfcae9a17f.mp3"
"marin","Are you sure?","Are you sure?","","","","","","19968","1.248","","public/audio/tts/library/marin/are-you-sure-e82a5865758d465b.mp3"
"cedar","Are you sure?","Are you sure?","","","","","","21120","1.32","","public/audio/tts/library/cedar/are-you-sure-e82a5865758d465b.mp3"
"marin","area","area","","","","","","14592","0.912","108","public/audio/tts/library/marin/area-006b0e0ee30eef68.mp3"
"cedar","area","area","","","","","","22656","1.416","108","public/audio/tts/library/cedar/area-006b0e0ee30eef68.mp3"
"marin","argue","argue","","","","","","26496","1.656","65","public/audio/tts/library/marin/argue-35cf4c7b9af24981.mp3"
"cedar","argue","argue","","","","","","29568","1.848","65","public/audio/tts/library/cedar/argue-35cf4c7b9af24981.mp3"
"marin","arm","arm","","","","","","24192","1.512","20","public/audio/tts/library/marin/arm-b94c946de56d6bd2.mp3"
"cedar","arm","arm","","","","","","28800","1.8","20","public/audio/tts/library/cedar/arm-b94c946de56d6bd2.mp3"
"marin","armchair","armchair","","","","","","22656","1.416","68","public/audio/tts/library/marin/armchair-d67e06d7590d1920.mp3"
"cedar","armchair","armchair","","","","","","21120","1.32","68","public/audio/tts/library/cedar/armchair-d67e06d7590d1920.mp3"
"marin","army","army","","","","","","19200","1.2","5","public/audio/tts/library/marin/army-59f87ef634eb773f.mp3"
"cedar","army","army","","","","","","28032","1.752","5","public/audio/tts/library/cedar/army-59f87ef634eb773f.mp3"
"marin","around","around","","","","","","31488","1.968","130|132","public/audio/tts/library/marin/around-453c9d4d8d935504.mp3"
"cedar","around","around","","","","","","17664","1.104","130|132","public/audio/tts/library/cedar/around-453c9d4d8d935504.mp3"
"marin","around here","around here","","","","","","22656","1.416","","public/audio/tts/library/marin/around-here-845ee09508d197b7.mp3"
"cedar","around here","around here","","","","","","41088","2.568","","public/audio/tts/library/cedar/around-here-845ee09508d197b7.mp3"
"marin","around the clock","around the clock","","","","","","36096","2.256","","public/audio/tts/library/marin/around-the-clock-9b683718fc37394d.mp3"
"cedar","around the clock","around the clock","","","","","","30720","1.92","","public/audio/tts/library/cedar/around-the-clock-9b683718fc37394d.mp3"
"marin","around the corner","around the corner","","","","","","36096","2.256","","public/audio/tts/library/marin/around-the-corner-ec912b38f5727870.mp3"
"cedar","around the corner","around the corner","","","","","","25728","1.608","","public/audio/tts/library/cedar/around-the-corner-ec912b38f5727870.mp3"
"marin","arrange","arrange","","","","","","19968","1.248","103","public/audio/tts/library/marin/arrange-5444affb56c3c377.mp3"
"cedar","arrange","arrange","","","","","","21120","1.32","103","public/audio/tts/library/cedar/arrange-5444affb56c3c377.mp3"
"marin","arrive","arrive","","","","","","37632","2.352","94","public/audio/tts/library/marin/arrive-882d174ae9dba762.mp3"
"cedar","arrive","arrive","","","","","","21888","1.368","94","public/audio/tts/library/cedar/arrive-882d174ae9dba762.mp3"
"marin","art","art","","","","","","11520","0.72","76","public/audio/tts/library/marin/art-e0a4e4d9746517c5.mp3"
"cedar","art","art","","","","","","14592","0.912","76","public/audio/tts/library/cedar/art-e0a4e4d9746517c5.mp3"
"marin","artist","artist","","","","","","13824","0.864","4","public/audio/tts/library/marin/artist-9015a768f01989c2.mp3"
"cedar","artist","artist","","","","","","19968","1.248","4","public/audio/tts/library/cedar/artist-9015a768f01989c2.mp3"
"marin","as","as","","","","","","14592","0.912","133","public/audio/tts/library/marin/as-8b97bca797508475.mp3"
"cedar","as","as","","","","","","29568","1.848","133","public/audio/tts/library/cedar/as-8b97bca797508475.mp3"
"marin","as a matter of fact","as a matter of fact","","","","","","33024","2.064","","public/audio/tts/library/marin/as-a-matter-of-fact-9923bec58a420591.mp3"
"cedar","as a matter of fact","as a matter of fact","","","","","","28800","1.8","","public/audio/tts/library/cedar/as-a-matter-of-fact-9923bec58a420591.mp3"
"marin","as a rule","as a rule","","","","","","24192","1.512","","public/audio/tts/library/marin/as-a-rule-2b30f3e4dd67dbe6.mp3"
"cedar","as a rule","as a rule","","","","","","27264","1.704","","public/audio/tts/library/cedar/as-a-rule-2b30f3e4dd67dbe6.mp3"
"marin","as far as","as far as","","","","","","48000","3","","public/audio/tts/library/marin/as-far-as-dae18757bd8abb50.mp3"
"cedar","as far as","as far as","","","","","","37632","2.352","","public/audio/tts/library/cedar/as-far-as-dae18757bd8abb50.mp3"
"marin","as for","as for","","","","","","22656","1.416","","public/audio/tts/library/marin/as-for-738b2711f24ca51f.mp3"
"cedar","as for","as for","","","","","","16896","1.056","","public/audio/tts/library/cedar/as-for-738b2711f24ca51f.mp3"
"marin","as long as","as long as","","","","","","39168","2.448","","public/audio/tts/library/marin/as-long-as-a98e7130b6280c2f.mp3"
"cedar","as long as","as long as","","","","","","41088","2.568","","public/audio/tts/library/cedar/as-long-as-a98e7130b6280c2f.mp3"
"marin","as sb./sth. goes","as sb., or sth. goes","","","","","","57600","3.6","","public/audio/tts/library/marin/as-sb-sth-goes-ced2b31bc9ef8d1a.mp3"
"cedar","as sb./sth. goes","as sb., or sth. goes","","","","","","56064","3.504","","public/audio/tts/library/cedar/as-sb-sth-goes-ced2b31bc9ef8d1a.mp3"
"marin","as soon as...","as soon as","","","","","","36864","2.304","","public/audio/tts/library/marin/as-soon-as-729d9550a42732cb.mp3"
"cedar","as soon as...","as soon as","","","","","","30720","1.92","","public/audio/tts/library/cedar/as-soon-as-729d9550a42732cb.mp3"
"marin","as soon as","as soon as","","","","","","35328","2.208","","public/audio/tts/library/marin/as-soon-as-caebe56ddcf16a15.mp3"
"cedar","as soon as","as soon as","","","","","","42624","2.664","","public/audio/tts/library/cedar/as-soon-as-caebe56ddcf16a15.mp3"
"marin","as to","as to","","","","","","28800","1.8","","public/audio/tts/library/marin/as-to-83932fc85edbefef.mp3"
"cedar","as to","as to","","","","","","24192","1.512","","public/audio/tts/library/cedar/as-to-83932fc85edbefef.mp3"
"marin","as usual","as usual","","","","","","27264","1.704","","public/audio/tts/library/marin/as-usual-968a275f6cbdb9f9.mp3"
"cedar","as usual","as usual","","","","","","23424","1.464","","public/audio/tts/library/cedar/as-usual-968a275f6cbdb9f9.mp3"
"marin","as well as","as well as","","","","","","27264","1.704","","public/audio/tts/library/marin/as-well-as-a3cc78fec3be95ce.mp3"
"cedar","as well as","as well as","","","","","","29568","1.848","","public/audio/tts/library/cedar/as-well-as-a3cc78fec3be95ce.mp3"
"marin","ask","ask","","","","","","17664","1.104","75","public/audio/tts/library/marin/ask-2ce021029478c521.mp3"
"cedar","ask","ask","","","","","","15360","0.96","75","public/audio/tts/library/cedar/ask-2ce021029478c521.mp3"
"marin","ask for","ask for","","","","","","25728","1.608","","public/audio/tts/library/marin/ask-for-ac660b9973c1ba98.mp3"
"cedar","ask for","ask for","","","","","","41088","2.568","","public/audio/tts/library/cedar/ask-for-ac660b9973c1ba98.mp3"
"marin","asleep","asleep","","","","","","25728","1.608","21","public/audio/tts/library/marin/asleep-ea54622f62b06efb.mp3"
"cedar","asleep","asleep","","","","","","15360","0.96","21","public/audio/tts/library/cedar/asleep-ea54622f62b06efb.mp3"
"marin","assistant","assistant","","","","","","18432","1.152","5","public/audio/tts/library/marin/assistant-18f567b536cbac63.mp3"
"cedar","assistant","assistant","","","","","","18432","1.152","5","public/audio/tts/library/cedar/assistant-18f567b536cbac63.mp3"
"marin","assume","assume","","","","","","16896","1.056","18","public/audio/tts/library/marin/assume-24e9b402c07cdc26.mp3"
"cedar","assume","assume","","","","","","21120","1.32","18","public/audio/tts/library/cedar/assume-24e9b402c07cdc26.mp3"
"marin","at a loss","at a loss","","","","","","33792","2.112","","public/audio/tts/library/marin/at-a-loss-202a002fd213d94d.mp3"
"cedar","at a loss","at a loss","","","","","","22656","1.416","","public/audio/tts/library/cedar/at-a-loss-202a002fd213d94d.mp3"
"marin","at all costs","at all costs","","","","","","36864","2.304","","public/audio/tts/library/marin/at-all-costs-fd7b5de0f044063c.mp3"
"cedar","at all costs","at all costs","","","","","","38400","2.4","","public/audio/tts/library/cedar/at-all-costs-fd7b5de0f044063c.mp3"
"marin","at best","at best","","","","","","18432","1.152","","public/audio/tts/library/marin/at-best-b4a8a45936da392f.mp3"
"cedar","at best","at best","","","","","","29568","1.848","","public/audio/tts/library/cedar/at-best-b4a8a45936da392f.mp3"
"marin","at","at","","","","","","13824","0.864","130|131","public/audio/tts/library/marin/at-f5d9ec14e8b0a034.mp3"
"cedar","at","at","","","","","","44160","2.76","130|131","public/audio/tts/library/cedar/at-f5d9ec14e8b0a034.mp3"
"marin","at first","at first","","","","","","27264","1.704","","public/audio/tts/library/marin/at-first-5588522a4b65f96b.mp3"
"cedar","at first","at first","","","","","","23424","1.464","","public/audio/tts/library/cedar/at-first-5588522a4b65f96b.mp3"
"marin","at hand","at hand","","","","","","23424","1.464","","public/audio/tts/library/marin/at-hand-b5cdd37d106d8715.mp3"
"cedar","at hand","at hand","","","","","","23424","1.464","","public/audio/tts/library/cedar/at-hand-b5cdd37d106d8715.mp3"
"marin","at heart","at heart","","","","","","24192","1.512","","public/audio/tts/library/marin/at-heart-d35118ed989fb2a8.mp3"
"cedar","at heart","at heart","","","","","","24192","1.512","","public/audio/tts/library/cedar/at-heart-d35118ed989fb2a8.mp3"
"marin","at intervals","at intervals","","","","","","29568","1.848","","public/audio/tts/library/marin/at-intervals-f297d54993114ee7.mp3"
"cedar","at intervals","at intervals","","","","","","21888","1.368","","public/audio/tts/library/cedar/at-intervals-f297d54993114ee7.mp3"
"marin","at large","at large","","","","","","30720","1.92","","public/audio/tts/library/marin/at-large-604276d47fd58bc8.mp3"
"cedar","at large","at large","","","","","","26496","1.656","","public/audio/tts/library/cedar/at-large-604276d47fd58bc8.mp3"
"marin","at last","at last","","","","","","30720","1.92","","public/audio/tts/library/marin/at-last-1b703810ed2469ab.mp3"
"cedar","at last","at last","","","","","","33792","2.112","","public/audio/tts/library/cedar/at-last-1b703810ed2469ab.mp3"
"marin","at least","at least","","","","","","22656","1.416","","public/audio/tts/library/marin/at-least-1491b0ea6b86828c.mp3"
"cedar","at least","at least","","","","","","21120","1.32","","public/audio/tts/library/cedar/at-least-1491b0ea6b86828c.mp3"
"marin","at length","at length","","","","","","24192","1.512","","public/audio/tts/library/marin/at-length-f38a5e4e77192cea.mp3"
"cedar","at length","at length","","","","","","44160","2.76","","public/audio/tts/library/cedar/at-length-f38a5e4e77192cea.mp3"
"marin","at most","at most","","","","","","36096","2.256","","public/audio/tts/library/marin/at-most-a9323da287281785.mp3"
"cedar","at most","at most","","","","","","26496","1.656","","public/audio/tts/library/cedar/at-most-a9323da287281785.mp3"
"marin","at noon","at noon","","","","","","22656","1.416","","public/audio/tts/library/marin/at-noon-a0c11da8dffd38c4.mp3"
"cedar","at noon","at noon","","","","","","24192","1.512","","public/audio/tts/library/cedar/at-noon-a0c11da8dffd38c4.mp3"
"marin","at present","at present","","","","","","24192","1.512","","public/audio/tts/library/marin/at-present-c21bec2206fba181.mp3"
"cedar","at present","at present","","","","","","29568","1.848","","public/audio/tts/library/cedar/at-present-c21bec2206fba181.mp3"
"marin","at random","at random","","","","","","24960","1.56","","public/audio/tts/library/marin/at-random-1dc10cadc9c79f94.mp3"
"cedar","at random","at random","","","","","","23424","1.464","","public/audio/tts/library/cedar/at-random-1dc10cadc9c79f94.mp3"
"marin","at the age of...","at the age of","","","","","","44928","2.808","","public/audio/tts/library/marin/at-the-age-of-c4ffb67c90a5edc4.mp3"
"cedar","at the age of...","at the age of","","","","","","31488","1.968","","public/audio/tts/library/cedar/at-the-age-of-c4ffb67c90a5edc4.mp3"
"marin","at the bottom of...","at the bottom of","","","","","","33024","2.064","","public/audio/tts/library/marin/at-the-bottom-of-be4a655509295fe9.mp3"
"cedar","at the bottom of...","at the bottom of","","","","","","44160","2.76","","public/audio/tts/library/cedar/at-the-bottom-of-be4a655509295fe9.mp3"
"marin","at the desk","at the desk","","","","","","25728","1.608","","public/audio/tts/library/marin/at-the-desk-48181628301e97b2.mp3"
"cedar","at the desk","at the desk","","","","","","29568","1.848","","public/audio/tts/library/cedar/at-the-desk-48181628301e97b2.mp3"
"marin","at the end of...","at the end of","","","","","","33024","2.064","","public/audio/tts/library/marin/at-the-end-of-c36f29c3aeb052a8.mp3"
"cedar","at the end of...","at the end of","","","","","","36096","2.256","","public/audio/tts/library/cedar/at-the-end-of-c36f29c3aeb052a8.mp3"
"marin","at the same time","at the same time","","","","","","33792","2.112","","public/audio/tts/library/marin/at-the-same-time-99e7a9f8985a6d0f.mp3"
